dataset,method,tau,k,width_scale,compliance_mean,hit_mean,recall_mean,ndcg_mean,bad_exposure_rate,weighted_bad_exposure_mean,risk_weighted_miss_mean,proxy_utility_mean,proxy_gap_vs_quota_u_mean,compliance_mean_std,hit_mean_std,recall_mean_std,ndcg_mean_std,bad_exposure_rate_std,weighted_bad_exposure_mean_std,risk_weighted_miss_mean_std,proxy_utility_mean_std,proxy_gap_vs_quota_u_mean_std
ML-1M,QuotaGate-RDU-EWBE-Cal,0.95,10,1.2,0.9501242750621376,0.07125103562551781,0.07125103562551781,0.03468706084296869,0.04860535763601215,0.005574623269621298,1.3923791676377004,10.500015718823013,-0.0046193158945904145,0.0,0.0,0.0,0.0,9.566698743821271e-05,0.00011084255179681471,0.0001767129377005744,6.868933553680444e-05,0.00015486319495630683
ML-1M,QuotaGate-U,0.9,10,0.8,0.8000000000000002,0.07058823529411765,0.07058823529411765,0.034296528071027114,0.19502899751449876,0.12666860235688834,1.5361565632295522,10.54594918242873,0.0,0.0,0.0,0.0,0.0,0.0,0.00015317163502304328,0.0001531716350229912,2.221329539523001e-05,0.0
ML-1M,QuotaGate-U,0.9,10,1.0,0.9000828500414251,0.07141673570836786,0.07141673570836786,0.03459148887901735,0.09732118199392432,0.09974147832712987,1.4951754652233256,10.540656686428337,0.0,0.0,0.0,0.0,0.0,9.566698743821322e-05,0.00018026272921757932,0.00017595395507812785,4.10433001605426e-05,0.0
ML-1M,QuotaGate-U,0.9,10,1.2,0.9010770505385253,0.07191383595691798,0.07191383595691798,0.03481424109964747,0.09676884838442419,0.09637918183633025,1.4184921441359502,10.518776013211827,0.0,0.0001657000828499955,0.0,0.0,0.0,0.00016570008285003712,0.00013999019336907576,0.000205987159387125,7.700129995221556e-05,0.0
ML-1M,QuotaGate-U,0.95,10,0.8,0.8000000000000002,0.07075393537696768,0.07075393537696768,0.03437760810778204,0.19486329743164874,0.11218857819452632,1.5212876205832317,10.544581756944718,0.0,0.0,0.0,0.0,0.0,0.0,0.0002131571485120691,0.00021315714851207165,0.00010985533738909412,0.0
ML-1M,QuotaGate-U,0.95,10,1.0,0.9501242750621376,0.07191383595691798,0.07191383595691798,0.034845135599252765,0.04860535763601215,0.06502705406530296,1.4522565354290373,10.529976987957262,0.0,0.0,0.0,0.0,0.0,9.566698743821271e-05,0.00012869596495767896,0.00016154958438021534,7.26405950902396e-05,0.0
ML-1M,QuotaGate-U,0.95,10,1.2,0.9505109085887877,0.07224523612261806,0.07224523612261806,0.03514764982306003,0.048826291079812206,0.06358122834313874,1.3595753402534323,10.49539640292842,0.0,0.00019133397487644047,0.0,0.0,0.0,0.00019133397487643248,0.0002583600310508688,0.0002881675138082555,0.00012981416302493176,0.0
ML-20M,AdaptivePenalty,0.9,10,0.8,0.9002,0.0846,0.0846,0.04043986024612233,0.0966,0.01923966748476027,0.5737618573307991,9.79529780743122,0.022565555167198898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.07785082375196e-05
ML-20M,AdaptivePenalty,0.9,10,1.0,0.9002,0.0846,0.0846,0.04044549332856939,0.0964,0.019120929982662186,0.5735938640624285,9.79482408812046,0.01942254976431516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6365421488772564e-05
ML-20M,AdaptivePenalty,0.9,10,1.2,0.9002,0.0842,0.0842,0.040342597565721915,0.0964,0.019115911450386037,0.5735083717256785,9.794528885006905,0.00281668639183034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7870446034316755e-05
ML-20M,AdaptivePenalty,0.95,10,0.8,0.9506,0.0846,0.0846,0.04058801591844813,0.0478,0.008342149524688713,0.5193471872940659,9.755359364533424,0.061609607291221856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012064751998150084
ML-20M,AdaptivePenalty,0.95,10,1.0,0.9498000000000001,0.0842,0.0842,0.040349177844822275,0.0486,0.008466582748889917,0.5217717585906386,9.757250871109962,0.05012415597438865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.352397665089367e-05
ML-20M,AdaptivePenalty,0.95,10,1.2,0.9499999999999998,0.0842,0.0842,0.040451599153351864,0.0484,0.008484497907161706,0.5209696023777127,9.75654521420002,0.024151327403385398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.938135065096965e-05
ML-20M,QuotaGate-RDU-EWBE,0.9,10,0.8,0.8000000000000002,0.081,0.081,0.03972002917158429,0.1934,0.051891809295018486,0.6641275161062677,9.817863362598418,0.0,0.0,0.0,0.0,1.5118465693877115e-05,0.0,0.00015028567481585912,0.0001502856748158426,7.077850823687834e-05,0.0
ML-20M,QuotaGate-RDU-EWBE,0.9,10,1.0,0.9002,0.08233333333333333,0.08233333333333333,0.040199890026915645,0.09586666666666666,0.008304032257397955,0.6130599682365855,9.789031859842936,0.02521477804183962,0.0,0.00011547005383792945,0.00011547005383792945,7.285349261285036e-05,0.00011547005383792945,4.958240482527924e-05,0.00016099109687861226,3.0355671385119026e-05,2.4009057138993576e-05
ML-20M,QuotaGate-RDU-EWBE,0.9,10,1.2,0.9982666666666667,0.08386666666666666,0.08386666666666666,0.04067930697162703,0.0016666666666666668,0.0002598776261011757,0.5621695846353968,9.747190074753762,0.05015549664497362,0.0003055050463304102,0.00011547005383792945,0.00011547005383792945,7.285349261284335e-05,0.00030550504633038936,6.0460673595821476e-05,9.796335170303196e-05,8.415556401969818e-05,6.725684426558486e-05
ML-20M,QuotaGate-RDU-EWBE,0.95,10,0.8,0.8016666666666666,0.0814,0.0814,0.039920905157891214,0.19153333333333333,0.03454742900053658,0.6463104912593961,9.809568542289734,0.007400429534912452,0.00011547005383791243,0.0,0.0,1.3110826489279333e-05,0.00011547005383793046,0.0001893725858842823,0.00020487721935298533,6.598430681043834e-05,6.69605091257478e-05
ML-20M,QuotaGate-RDU-EWBE,0.95,10,1.0,0.9499999999999998,0.08246666666666667,0.08246666666666667,0.040158560099678296,0.046933333333333334,0.0019855628506342507,0.603825522899131,9.785577394008635,0.021797633075713918,0.0,0.00011547005383792646,0.00011547005383792646,7.285349261284685e-05,0.00011547005383792445,8.039617516257834e-05,0.00011096453394418965,5.6915893629088106e-05,9.796312699955407e-05
ML-20M,QuotaGate-RDU-EWBE,0.95,10,1.2,0.9992666666666666,0.08393333333333335,0.08393333333333335,0.04065650188818304,0.0006666666666666666,0.00016954330205917346,0.5559000776285926,9.744705197612445,0.035991343990961155,0.00041633319989326515,0.00011547005383792646,0.00011547005383792646,6.311498831490929e-05,0.00046188021535170057,7.037855903778945e-05,0.0002051390771354659,7.788360461828386e-05,0.00017702310440358436
ML-20M,QuotaGate-RDU-EWBE-Cal,0.9,10,0.8,0.9002,0.08233333333333333,0.08233333333333333,0.040199890026915645,0.09586666666666666,0.008304032257397955,0.6130599682365855,9.789031859842936,0.028831502755483147,0.0,0.00011547005383792945,0.00011547005383792945,7.285349261285036e-05,0.00011547005383792945,4.958240482527924e-05,0.00016099109687861226,3.0355671385119026e-05,9.184175433668242e-05
