dataset,t,method,mean_reward,compliance,viol_rate,mean_list_risk,p95_risk,B,tau,cand_n,lam_penalty,warmup,oracle_mean_reward,oracle_gap,V_left_end,elig_seen,infeasible,expected_reward,tuned_eta0,dual_lambda,mean_du,online_violation_rate
ML-1M,25,penalty,0.9995017051696776,0.9095,0.0905,3.324707508087158,5.454894065856934,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995017051696776,,,,
ML-1M,26,penalty,0.999512791633606,0.91,0.09,3.3236308097839355,5.454893112182617,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.999512791633606,,,,
ML-1M,27,penalty,0.9995150566101074,0.91,0.09,3.321892499923706,5.454892158508301,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995150566101074,,,,
ML-1M,28,penalty,0.9995099902153016,0.91,0.09,3.3202924728393555,5.454892158508301,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995099902153016,,,,
ML-1M,29,penalty,0.9995280504226683,0.9105,0.0895,3.318457126617432,5.45145845413208,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995280504226683,,,,
ML-1M,30,penalty,0.9995250105857848,0.9105,0.0895,3.316835165023804,5.454892158508301,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995250105857848,,,,
ML-1M,31,penalty,0.9995344281196594,0.91,0.09,3.3155710697174072,5.452019691467285,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995344281196594,,,,
ML-1M,32,penalty,0.999537229537964,0.9105,0.0895,3.314370632171631,5.4485697746276855,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.999537229537964,,,,
ML-1M,33,penalty,0.9995427131652832,0.9105,0.0895,3.3132641315460205,5.4485697746276855,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995427131652832,,,,
ML-1M,34,penalty,0.999536156654358,0.9105,0.0895,3.312461853027344,5.453015327453613,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.999536156654358,,,,
ML-1M,35,penalty,0.9995429515838624,0.9105,0.0895,3.3114750385284424,5.453015327453613,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995429515838624,,,,
ML-1M,36,penalty,0.9995503425598145,0.911,0.089,3.3100335597991943,5.452458381652832,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995503425598145,,,,
ML-1M,37,penalty,0.999554455280304,0.911,0.089,3.309468030929565,5.453015327453613,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.999554455280304,,,,
ML-1M,38,penalty,0.9995487332344056,0.911,0.089,3.308835029602051,5.452462673187256,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995487332344056,,,,
ML-1M,39,penalty,0.9995588660240172,0.911,0.089,3.307868719100952,5.452462673187256,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995588660240172,,,,
ML-1M,40,penalty,0.9995465874671936,0.911,0.089,3.3073856830596924,5.449297428131104,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995465874671936,,,,
ML-1M,41,penalty,0.9995535016059875,0.911,0.089,3.3065977096557617,5.448514461517334,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995535016059875,,,,
ML-1M,42,penalty,0.9995606541633606,0.911,0.089,3.305838823318481,5.4479498863220215,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995606541633606,,,,
ML-1M,43,penalty,0.9995543360710144,0.911,0.089,3.30502986907959,5.4390177726745605,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995543360710144,,,,
ML-1M,44,penalty,0.9995601773262024,0.911,0.089,3.30432391166687,5.43752384185791,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995601773262024,,,,
ML-1M,45,penalty,0.9995589852333068,0.911,0.089,3.303647756576538,5.437848091125488,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995589852333068,,,,
ML-1M,46,penalty,0.9995701909065248,0.911,0.089,3.302388906478882,5.433599948883057,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995701909065248,,,,
ML-1M,47,penalty,0.9995699524879456,0.911,0.089,3.301746368408203,5.425777912139893,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995699524879456,,,,
ML-1M,48,penalty,0.9995692372322084,0.9105,0.0895,3.3010575771331787,5.4202375411987305,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995692372322084,,,,
ML-1M,49,penalty,0.9995636343955994,0.9105,0.0895,3.300340175628662,5.4202375411987305,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,,0.9995636343955994,,,,
ML-1M,0,hard,0.9761383533477784,0.998,0.002,3.475829124450684,4.015156269073486,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,4.0,0.9761383533477784,,,,
ML-1M,1,hard,0.9844066500663756,0.9995,0.0005,3.395105600357056,3.990049600601196,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,1.0,0.9844066500663756,,,,
ML-1M,2,hard,0.9895830154418944,0.9995,0.0005,3.347219705581665,3.964944839477539,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,1.0,0.9895830154418944,,,,
ML-1M,3,hard,0.992783784866333,1.0,0.0,3.311919927597046,3.955564975738525,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.992783784866333,,,,
ML-1M,4,hard,0.9950845241546632,1.0,0.0,3.287346839904785,3.937954187393189,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9950845241546632,,,,
ML-1M,5,hard,0.9962835907936096,1.0,0.0,3.2711899280548096,3.933562755584717,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9962835907936096,,,,
ML-1M,6,hard,0.99723082780838,1.0,0.0,3.256722211837769,3.9049458503723145,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.99723082780838,,,,
ML-1M,7,hard,0.9978384375572203,1.0,0.0,3.2432358264923096,3.849797248840332,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9978384375572203,,,,
ML-1M,8,hard,0.9983066320419312,1.0,0.0,3.230658054351806,3.764213085174561,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9983066320419312,,,,
ML-1M,9,hard,0.9985514879226683,1.0,0.0,3.218789577484131,3.699583768844605,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9985514879226683,,,,
ML-1M,10,hard,0.9986382126808168,1.0,0.0,3.210623025894165,3.641529083251953,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9986382126808168,,,,
ML-1M,11,hard,0.998932123184204,1.0,0.0,3.2036142349243164,3.5860049724578857,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.998932123184204,,,,
ML-1M,12,hard,0.999074935913086,1.0,0.0,3.1980209350585938,3.548623323440552,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.999074935913086,,,,
ML-1M,13,hard,0.999184787273407,1.0,0.0,3.191504716873169,3.4879307746887207,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.999184787273407,,,,
ML-1M,14,hard,0.9992592334747314,1.0,0.0,3.185824155807495,3.4329190254211426,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9992592334747314,,,,
ML-1M,15,hard,0.9993318915367126,1.0,0.0,3.180990219116211,3.4089255332946777,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9993318915367126,,,,
ML-1M,16,hard,0.9993613958358764,1.0,0.0,3.176342725753784,3.3979146480560303,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9993613958358764,,,,
ML-1M,17,hard,0.999409556388855,1.0,0.0,3.171648025512696,3.3806040287017822,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.999409556388855,,,,
ML-1M,18,hard,0.9994603395462036,1.0,0.0,3.169177532196045,3.378356695175171,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9994603395462036,,,,
ML-1M,19,hard,0.9994680285453796,1.0,0.0,3.165940999984741,3.36152458190918,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9994680285453796,,,,
ML-1M,20,hard,0.9994660019874572,1.0,0.0,3.1636006832122803,3.3519957065582275,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9994660019874572,,,,
ML-1M,21,hard,0.999476969242096,1.0,0.0,3.1597936153411865,3.33107328414917,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.999476969242096,,,,
ML-1M,22,hard,0.9995121359825134,1.0,0.0,3.15788197517395,3.330808401107788,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995121359825134,,,,
ML-1M,23,hard,0.9995275735855104,1.0,0.0,3.155653715133667,3.330808401107788,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995275735855104,,,,
ML-1M,24,hard,0.9995304346084596,1.0,0.0,3.153871536254883,3.330808401107788,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995304346084596,,,,
ML-1M,25,hard,0.9995482563972472,1.0,0.0,3.1504907608032227,3.319871664047241,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995482563972472,,,,
ML-1M,26,hard,0.9995465278625488,1.0,0.0,3.1486332416534424,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995465278625488,,,,
ML-1M,27,hard,0.9995645880699158,1.0,0.0,3.1467034816741943,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995645880699158,,,,
ML-1M,28,hard,0.9995664358139038,1.0,0.0,3.1448891162872314,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995664358139038,,,,
ML-1M,29,hard,0.9995665550231934,1.0,0.0,3.1425201892852783,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995665550231934,,,,
ML-1M,30,hard,0.9995750188827516,1.0,0.0,3.1408636569976807,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995750188827516,,,,
ML-1M,31,hard,0.99956077337265,1.0,0.0,3.1386797428131104,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.99956077337265,,,,
ML-1M,32,hard,0.9995883703231812,1.0,0.0,3.137817621231079,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995883703231812,,,,
ML-1M,33,hard,0.999574899673462,1.0,0.0,3.135863304138184,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.999574899673462,,,,
ML-1M,34,hard,0.999589741230011,1.0,0.0,3.134401321411133,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.999589741230011,,,,
ML-1M,35,hard,0.9995830059051514,1.0,0.0,3.1325371265411377,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995830059051514,,,,
ML-1M,36,hard,0.9995917677879332,1.0,0.0,3.1318163871765137,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995917677879332,,,,
ML-1M,37,hard,0.9995924830436708,1.0,0.0,3.1301498413085938,3.3197624683380127,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995924830436708,,,,
ML-1M,38,hard,0.9995813965797424,1.0,0.0,3.1290433406829834,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995813965797424,,,,
ML-1M,39,hard,0.9995925426483154,1.0,0.0,3.1275267601013184,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995925426483154,,,,
ML-1M,40,hard,0.9995936155319214,1.0,0.0,3.125934600830078,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995936155319214,,,,
ML-1M,41,hard,0.9995978474617004,1.0,0.0,3.125293016433716,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995978474617004,,,,
ML-1M,42,hard,0.9995991587638856,1.0,0.0,3.12430477142334,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995991587638856,,,,
ML-1M,43,hard,0.9995992183685304,1.0,0.0,3.1233773231506348,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995992183685304,,,,
ML-1M,44,hard,0.9995998740196228,1.0,0.0,3.122697114944458,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995998740196228,,,,
ML-1M,45,hard,0.9995741844177246,1.0,0.0,3.12168025970459,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9995741844177246,,,,
ML-1M,46,hard,0.999603271484375,1.0,0.0,3.1203296184539795,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.999603271484375,,,,
ML-1M,47,hard,0.9996025562286376,1.0,0.0,3.1198034286499023,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9996025562286376,,,,
ML-1M,48,hard,0.9996026158332824,1.0,0.0,3.119181156158448,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.9996026158332824,,,,
ML-1M,49,hard,0.999603509902954,1.0,0.0,3.1183505058288574,3.3197622299194336,4.059373378753662,0.9,1000.0,0.2284348011016845,,,,,,0.0,0.999603509902954,,,,
ML-1M,0,quota,0.9795184135437012,0.9005,0.0995,3.635729312896729,5.444678783416748,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9792321920394896,-0.0002862215042114,0.0,396.0,,0.9795184135437012,,,,
ML-1M,1,quota,0.9866750836372375,0.9005,0.0995,3.560209512710572,5.469202995300293,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9863674640655518,-0.0003076195716857,0.0,311.0,,0.9866750836372375,,,,
ML-1M,2,quota,0.9910477995872498,0.9005,0.0995,3.521902322769165,5.498523235321045,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9910045266151428,-4.32729721069336e-05,0.0,269.0,,0.9910477995872498,,,,
ML-1M,3,quota,0.993651807308197,0.904,0.096,3.4887964725494385,5.498537540435791,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9938674569129944,0.0002156496047973,7.0,252.0,,0.993651807308197,,,,
ML-1M,4,quota,0.9955127835273744,0.9005,0.0995,3.4763309955596924,5.498137474060059,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.995618999004364,0.0001062154769897,0.0,236.0,,0.9955127835273744,,,,
ML-1M,5,quota,0.9966320991516112,0.9005,0.0995,3.4637773036956787,5.497003555297852,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9967081546783448,7.605552673339844e-05,0.0,233.0,,0.9966320991516112,,,,
ML-1M,6,quota,0.997402846813202,0.902,0.098,3.451059103012085,5.497775554656982,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9975041151046752,0.0001012682914733,3.0,225.0,,0.997402846813202,,,,
ML-1M,7,quota,0.9979371428489684,0.9015,0.0985,3.440784454345703,5.493029594421387,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.997998058795929,6.091594696044922e-05,2.0,218.0,,0.9979371428489684,,,,
ML-1M,8,quota,0.9982495307922364,0.9005,0.0995,3.430919647216797,5.496201992034912,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9983689188957214,0.0001193881034851,0.0,207.0,,0.9982495307922364,,,,
ML-1M,9,quota,0.9984689950942992,0.9005,0.0995,3.42403531074524,5.497101783752441,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9985798597335817,0.0001108646392822,0.0,196.0,,0.9984689950942992,,,,
ML-1M,10,quota,0.9987128973007202,0.9005,0.0995,3.419680595397949,5.498417854309082,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9987850189208984,7.212162017822266e-05,0.0,192.0,,0.9987128973007202,,,,
ML-1M,11,quota,0.9988880753517152,0.9005,0.0995,3.414619207382202,5.502125263214111,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9989508986473083,6.282329559326172e-05,0.0,184.0,,0.9988880753517152,,,,
ML-1M,12,quota,0.9990367889404296,0.9005,0.0995,3.412359952926636,5.498487949371338,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9990609288215636,2.4139881134033203e-05,0.0,179.0,,0.9990367889404296,,,,
ML-1M,13,quota,0.9990894794464112,0.9,0.1,3.407405376434326,5.500254154205322,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9991557002067566,6.622076034545898e-05,0.0,171.0,,0.9990894794464112,,,,
ML-1M,14,quota,0.9990451335906982,0.9,0.1,3.4026741981506348,5.4940361976623535,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.999204695224762,0.0001595616340637,0.0,157.0,,0.9990451335906982,,,,
ML-1M,15,quota,0.9991934895515442,0.9,0.1,3.401439905166626,5.4940361976623535,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9992440342903136,5.054473876953125e-05,0.0,148.0,,0.9991934895515442,,,,
ML-1M,16,quota,0.9991481900215148,0.9,0.1,3.40006685256958,5.494006156921387,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.999298930168152,0.0001507401466369,0.0,135.0,,0.9991481900215148,,,,
ML-1M,17,quota,0.9991854429244996,0.9005,0.0995,3.395266532897949,5.49733829498291,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9993569254875184,0.0001714825630187,0.0,127.0,,0.9991854429244996,,,,
ML-1M,18,quota,0.9993725419044496,0.9,0.1,3.394295692443848,5.4977192878723145,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.99936842918396,-4.112720489501953e-06,0.0,121.0,,0.9993725419044496,,,,
ML-1M,19,quota,0.999333918094635,0.8985,0.1015,3.393967628479004,5.49839448928833,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9993944764137268,6.055831909179688e-05,0.0,119.0,,0.999333918094635,,,,
ML-1M,20,quota,0.9993401169776917,0.9,0.1,3.390588760375977,5.495730400085449,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9994238615036012,8.374452590942383e-05,0.0,112.0,,0.9993401169776917,,,,
ML-1M,21,quota,0.9994131922721864,0.8995,0.1005,3.387970209121704,5.495090961456299,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9994302988052368,1.710653305053711e-05,0.0,104.0,,0.9994131922721864,,,,
ML-1M,22,quota,0.9993205070495604,0.899,0.101,3.385748147964477,5.498376369476318,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9994434714317322,0.0001229643821716,0.0,95.0,,0.9993205070495604,,,,
ML-1M,23,quota,0.9994348287582396,0.8985,0.1015,3.384812831878662,5.498465538024902,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9994655847549438,3.075599670410156e-05,0.0,91.0,,0.9994348287582396,,,,
ML-1M,24,quota,0.9993345737457277,0.8985,0.1015,3.383244514465332,5.4973554611206055,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.999473750591278,0.0001391768455505,0.0,88.0,,0.9993345737457277,,,,
ML-1M,25,quota,0.999406635761261,0.9,0.1,3.3813817501068115,5.494370460510254,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.999480128288269,7.349252700805664e-05,0.0,83.0,,0.999406635761261,,,,
ML-1M,26,quota,0.9994766116142272,0.9,0.1,3.380798816680908,5.499199390411377,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.999485731124878,9.119510650634766e-06,0.0,78.0,,0.9994766116142272,,,,
ML-1M,27,quota,0.9994916915893556,0.8995,0.1005,3.379324436187744,5.4977216720581055,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9994927048683168,1.0132789611816406e-06,0.0,73.0,,0.9994916915893556,,,,
ML-1M,28,quota,0.9994858503341676,0.899,0.101,3.377315044403076,5.497032642364502,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995057582855223,1.990795135498047e-05,0.0,71.0,,0.9994858503341676,,,,
ML-1M,29,quota,0.9995061159133912,0.8995,0.1005,3.376097679138184,5.490056037902832,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995097517967224,3.635883331298828e-06,0.0,69.0,,0.9995061159133912,,,,
ML-1M,30,quota,0.999513566493988,0.8985,0.1015,3.3757641315460205,5.494690418243408,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995091557502748,-4.410743713378906e-06,0.0,69.0,,0.999513566493988,,,,
ML-1M,31,quota,0.9994447827339172,0.9,0.1,3.37246036529541,5.487059593200684,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995102882385254,6.55055046081543e-05,0.0,68.0,,0.9994447827339172,,,,
ML-1M,32,quota,0.9995062351226808,0.8985,0.1015,3.37192702293396,5.486747741699219,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995125532150269,6.318092346191406e-06,0.0,67.0,,0.9995062351226808,,,,
ML-1M,33,quota,0.999527096748352,0.9,0.1,3.371631383895874,5.489140510559082,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995134472846984,-1.3649463653564451e-05,0.0,62.0,,0.999527096748352,,,,
ML-1M,34,quota,0.9995258450508118,0.899,0.101,3.371164083480835,5.48832368850708,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995228052139282,-3.039836883544922e-06,0.0,60.0,,0.9995258450508118,,,,
ML-1M,35,quota,0.9995264410972596,0.899,0.101,3.3702969551086426,5.482816219329834,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995280504226683,1.6093254089355469e-06,0.0,59.0,,0.9995264410972596,,,,
ML-1M,36,quota,0.9995245337486268,0.899,0.101,3.3686957359313965,5.4878668785095215,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995332956314088,8.761882781982422e-06,0.0,58.0,,0.9995245337486268,,,,
ML-1M,37,quota,0.9995355010032654,0.9,0.1,3.3662753105163574,5.482884883880615,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995442032814026,8.702278137207031e-06,0.0,58.0,,0.9995355010032654,,,,
ML-1M,38,quota,0.9995190501213074,0.8995,0.1005,3.36535382270813,5.487060546875,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995364546775818,1.7404556274414062e-05,0.0,59.0,,0.9995190501213074,,,,
ML-1M,39,quota,0.9995158910751344,0.8985,0.1015,3.3647890090942383,5.4869489669799805,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995273351669312,1.1444091796875e-05,0.0,58.0,,0.9995158910751344,,,,
ML-1M,40,quota,0.9995186924934388,0.899,0.101,3.363079071044922,5.485955238342285,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995260834693908,7.390975952148437e-06,0.0,56.0,,0.9995186924934388,,,,
ML-1M,41,quota,0.9994537234306335,0.899,0.101,3.3620402812957764,5.4869489669799805,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995439648628236,9.02414321899414e-05,0.0,57.0,,0.9994537234306335,,,,
ML-1M,42,quota,0.999539315700531,0.9,0.1,3.361084461212158,5.485955238342285,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995404481887816,1.132488250732422e-06,0.0,56.0,,0.999539315700531,,,,
ML-1M,43,quota,0.999546766281128,0.899,0.101,3.360989809036255,5.481687545776367,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995306134223938,-1.615285873413086e-05,0.0,58.0,,0.999546766281128,,,,
ML-1M,44,quota,0.9995473623275756,0.898,0.102,3.360812425613404,5.481687068939209,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995352625846864,-1.2099742889404295e-05,0.0,57.0,,0.9995473623275756,,,,
ML-1M,45,quota,0.9994568824768066,0.8995,0.1005,3.358419418334961,5.478465557098389,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995418787002563,8.499622344970703e-05,0.0,55.0,,0.9994568824768066,,,,
ML-1M,46,quota,0.9995465278625488,0.899,0.101,3.3576855659484863,5.477334499359131,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995489716529846,2.443790435791016e-06,0.0,57.0,,0.9995465278625488,,,,
ML-1M,47,quota,0.9995048642158508,0.899,0.101,3.356006622314453,5.478235721588135,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995403289794922,3.546476364135742e-05,0.0,57.0,,0.9995048642158508,,,,
ML-1M,48,quota,0.9994686245918274,0.899,0.101,3.355727434158325,5.478235244750977,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995547533035278,8.612871170043945e-05,0.0,58.0,,0.9994686245918274,,,,
ML-1M,49,quota,0.9995468258857728,0.8995,0.1005,3.3556132316589355,5.477031230926514,4.059373378753662,0.9,1000.0,0.2284348011016845,20.0,0.9995591044425964,1.2278556823730469e-05,0.0,55.0,,0.9995468258857728,,,,
ML-20M,0,mu,0.9905773997306824,0.8,0.2,4.920974254608154,5.649600505828857,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.9905773997306824,,,,
ML-20M,1,mu,0.992952048778534,0.79,0.21,4.863176345825195,5.651369094848633,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.992952048778534,,,,
ML-20M,2,mu,0.994311273097992,0.783,0.217,4.843274593353272,5.660686492919922,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.994311273097992,,,,
ML-20M,3,mu,0.9950944781303406,0.77,0.23,4.828398704528809,5.66999626159668,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.9950944781303406,,,,
ML-20M,4,mu,0.9956290125846864,0.763,0.237,4.809939384460449,5.671304702758789,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.9956290125846864,,,,
ML-20M,5,mu,0.9959766864776612,0.76,0.24,4.800495147705078,5.66927433013916,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.9959766864776612,,,,
ML-20M,6,mu,0.9961506724357604,0.765,0.235,4.7881622314453125,5.673182487487793,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.9961506724357604,,,,
ML-20M,7,mu,0.9962840676307678,0.756,0.244,4.778420925140381,5.673695087432861,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.9962840676307678,,,,
ML-20M,8,mu,0.99638170003891,0.758,0.242,4.765275478363037,5.674554824829102,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.99638170003891,,,,
ML-20M,9,mu,0.9964426755905152,0.756,0.244,4.75970458984375,5.675455093383789,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.9964426755905152,,,,
ML-20M,10,mu,0.9964842200279236,0.753,0.247,4.751830101013184,5.679341793060303,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.9964842200279236,,,,
ML-20M,11,mu,0.996517300605774,0.749,0.251,4.744954109191895,5.68330717086792,5.470155239105225,0.9,1000.0,0.7023632526397705,,,,,,,0.996517300605774,,,,
