dataset,method,highrisk_cohort,served_risk,hit,bad_exposure
Amazon-VideoGames,Primal-Dual,0.0,0.1004929468035698,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0290316343307495,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.1751597374677658,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3978304862976074,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.41075918078422546,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4823375642299652,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.33471235632896423,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3192001581192017,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.2964022159576416,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.342013955116272,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3809334635734558,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.821239948272705,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,1.4290220737457275,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3241845965385437,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.3961070775985718,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,3.5885491371154785,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,1.3388561010360718,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6841436624526978,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.0067038536071777,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,1.2207356691360474,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.4516841173171997,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3772302865982056,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4775475859642029,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0927428007125854,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6801168918609619,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6258434653282166,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5616782903671265,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5914989709854126,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.41133755445480347,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4310910701751709,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.9325772523880005,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.9366570711135864,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.2454322576522827,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.367525577545166,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4928649663925171,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.1488109827041626,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.3171751499176025,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3091142177581787,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8000568151473999,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.9415368437767029,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.49595746397972107,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0299651622772217,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,3.8589985370635986,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.9583439826965332,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4611581563949585,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0225247144699097,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7327118515968323,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.740583062171936,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.9407832622528076,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.735205054283142,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.41601255536079407,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.45084959268569946,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.1640303134918213,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.100503921508789,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,1.395154595375061,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4803674519062042,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.24662446975708,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,2.322491407394409,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,1.4195878505706787,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.3100632429122925,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0646288394927979,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.367158979177475,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6599631905555725,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8099692463874817,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7284966707229614,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8614209294319153,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.313460350036621,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6249711513519287,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.3693979978561401,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.4568016529083252,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4658646583557129,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6742256879806519,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.3606592416763306,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.408216953277588,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.3164016008377075,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.1895208358764648,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.125519037246704,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.445521593093872,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.49045228958129883,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8393552303314209,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,3.3791701793670654,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.812861442565918,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5174881219863892,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.6880011558532715,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,2.727935314178467,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,2.467034339904785,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.7188215851783752,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.064807415008545,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,1.3208321332931519,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.1844689846038818,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.3939104080200195,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5731197595596313,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8858731985092163,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8591705560684204,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3052952289581299,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5866328477859497,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.2425354719161987,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.9025049209594727,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,1.4524002075195312,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.289943665266037,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6350935697555542,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4382362365722656,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5895032286643982,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.24100261926651,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4864318072795868,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.128568172454834,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3111267685890198,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.30167707800865173,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.2591795921325684,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5593912601470947,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6298759579658508,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.067314863204956,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.235116720199585,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8850777745246887,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0255872011184692,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6980794668197632,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4239567518234253,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5689907073974609,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.3995243310928345,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7503272891044617,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0448273420333862,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.1212923526763916,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,1.3427380323410034,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4771761894226074,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.208899974822998,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.390655040740967,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,2.594906806945801,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,2.1298270225524902,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.7177019119262695,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.38231462240219116,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.1566225290298462,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3135206699371338,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.44787338376045227,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.3221021890640259,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.95574951171875,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0839065313339233,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.7793750762939453,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,1.4018406867980957,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.48398128151893616,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.9985396862030029,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5880310535430908,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,3.0103366374969482,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,1.134863257408142,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3079138994216919,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.5571861267089844,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.838623583316803,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.40053391456604,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.3884634971618652,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.5289965271949768,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8093876242637634,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.369883418083191,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.2877187728881836,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.17945566773414612,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.36154958605766296,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8109215497970581,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.449601173400879,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.416353702545166,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8880273699760437,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5085871815681458,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6480775475502014,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.271470308303833,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,3.586132526397705,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.670918881893158,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4008663892745972,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5692038536071777,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6763856410980225,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.2855078876018524,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,3.0016942024230957,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.3913854658603668,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.49705609679222107,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3386754989624023,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.2235084772109985,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.40571874380111694,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4479960203170776,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.082918643951416,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5326443314552307,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7163033485412598,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3692668080329895,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4693107306957245,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.34826695919036865,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6300132274627686,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.4477170705795288,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0786662101745605,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.38529154658317566,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3713754117488861,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5722900032997131,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.354323387145996,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8001806735992432,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6258477568626404,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8539961576461792,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,3.6548051834106445,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.3811485767364502,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.3464492559432983,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.2792328894138336,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.33095890283584595,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.24318921566009521,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.21478699147701263,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.38993996381759644,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.39896535873413086,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.26008403301239014,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.2723208665847778,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7594141364097595,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.36194607615470886,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3263492286205292,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4099334478378296,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5094396471977234,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6598897576332092,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.5571653842926025,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.36715856194496155,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5613130927085876,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7933431267738342,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4269863963127136,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7598102688789368,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.2588423490524292,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7646439671516418,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3642345368862152,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,3.512758731842041,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,1.1030036211013794,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.49288201332092285,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.2118198573589325,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7158417701721191,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.292933851480484,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4619726538658142,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.45324796438217163,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.2839741110801697,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6450061798095703,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3237645924091339,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.2744148373603821,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3613622486591339,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4701157212257385,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.1869875192642212,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3946565091609955,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4485206604003906,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6958350539207458,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3211116790771484,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3555316627025604,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.2677132189273834,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.2112302780151367,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8135374784469604,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.35772305727005005,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3161170184612274,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3424229621887207,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5800604224205017,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3685314655303955,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.34922295808792114,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3206482529640198,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.2982602119445801,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3754185438156128,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0950918197631836,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5299915671348572,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3573746383190155,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.45225444436073303,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5933257937431335,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.9458493590354919,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.33770129084587097,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7889591455459595,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7368878126144409,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.653275728225708,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6354637742042542,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.170635387301445,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.18203839659690857,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4395649433135986,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8326310515403748,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.7764775156974792,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3474526405334473,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.1948554515838623,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.2357113361358643,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.20127613842487335,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5393965840339661,1.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6900734901428223,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6208333969116211,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.9843404293060303,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5473435521125793,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.743157684803009,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.9744107723236084,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.356705665588379,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,1.1967118978500366,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.1197079420089722,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.40651360154151917,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.28210920095443726,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5711193680763245,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.275607943534851,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.11820952594280243,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.1987360715866089,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.10608914494514465,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4220649003982544,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.2594926059246063,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.2362794876098633,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6470977067947388,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3070407211780548,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,3.453460454940796,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,1.4027599096298218,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.445386290550232,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.163259506225586,0.0,1.0
Amazon-VideoGames,Primal-Dual,1.0,2.6067755222320557,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.2793585956096649,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3647439181804657,1.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.157896637916565,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4216638505458832,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5237393975257874,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4214929342269897,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.066084623336792,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8090372085571289,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5754569172859192,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.2257988601922989,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.321053147315979,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.27177318930625916,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.32827579975128174,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.1599364280700684,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8984865546226501,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4989277422428131,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5612450242042542,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4921499490737915,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8183224201202393,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.30187225341796875,1.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4541960954666138,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.30260321497917175,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3198486566543579,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.2958329916000366,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4978204071521759,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.3207199573516846,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,1.0245052576065063,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4222089052200317,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.199190855026245,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.5969973802566528,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,1.4277766942977905,1.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.3681397438049316,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.5043848752975464,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5530712604522705,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5452697277069092,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.1792969703674316,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.0121409893035889,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3397718071937561,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,2.2779502868652344,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,1.1408077478408813,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.3708932399749756,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.446169912815094,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5404291749000549,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.9336780905723572,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.4104228615760803,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.3396165370941162,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.8281010389328003,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.1979780197143555,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.6042703986167908,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.41611024737358093,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.21828188002109528,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,0.5986208915710449,0.0,0.0
Amazon-VideoGames,Primal-Dual,0.0,1.4034771919250488,0.0,0.0
Amazon-VideoGames,Primal-Dual,1.0,4.029254913330078,0.0,1.0
Amazon-VideoGames,Primal-Dual,0.0,0.3951770067214966,0.0,0.0
