dataset,t,method,mean_reward,viol_rate,mean_list_risk,B
Amazon-VideoGames,14,hard,5.829630769670009,0.0,1.5615322716236115,2.496551847457886
Amazon-VideoGames,15,hard,6.082186983525753,0.0,1.5557860264778136,2.496551847457886
Amazon-VideoGames,16,hard,6.291190779089928,0.0,1.550994364976883,2.496551847457886
Amazon-VideoGames,17,hard,6.498523444116116,0.0,1.5467726556062698,2.496551847457886
Amazon-VideoGames,18,hard,6.676224212646485,0.0,1.5450172597169876,2.496551847457886
Amazon-VideoGames,19,hard,6.849821815788746,0.0,1.5389721683859825,2.496551847457886
Amazon-VideoGames,20,hard,6.9443852391839025,0.0,1.5358522599339486,2.496551847457886
Amazon-VideoGames,21,hard,7.074539178729057,0.0,1.5326713150143623,2.496551847457886
Amazon-VideoGames,22,hard,7.20577793186903,0.0,1.5290553751587868,2.496551847457886
Amazon-VideoGames,23,hard,7.296131041646004,0.0,1.5283605828285218,2.496551847457886
Amazon-VideoGames,24,hard,7.391757594287395,0.0,1.5269022680521012,2.496551847457886
Amazon-VideoGames,25,hard,7.478970292448998,0.0,1.5223926457166672,2.496551847457886
Amazon-VideoGames,26,hard,7.5754672060012815,0.0,1.5196957881450652,2.496551847457886
Amazon-VideoGames,27,hard,7.641394073009491,0.0,1.5196335866451263,2.496551847457886
Amazon-VideoGames,28,hard,7.729767377436161,0.0,1.521757889509201,2.496551847457886
Amazon-VideoGames,29,hard,7.758035338163376,0.0,1.5189628689289092,2.496551847457886
Amazon-VideoGames,30,hard,7.800645951628685,0.0,1.516317274093628,2.496551847457886
Amazon-VideoGames,31,hard,7.877071019530296,0.0,1.5165037034749984,2.496551847457886
Amazon-VideoGames,32,hard,7.934402018070221,0.0,1.5129225986003876,2.496551847457886
Amazon-VideoGames,33,hard,8.007646511673927,0.0,1.5128940067291259,2.496551847457886
Amazon-VideoGames,34,hard,8.035344156861305,0.0,1.5133311433792114,2.496551847457886
Amazon-VideoGames,35,hard,8.069162612676621,0.0,1.5127568224668502,2.496551847457886
Amazon-VideoGames,36,hard,8.109520804882049,0.0,1.5143096489906311,2.496551847457886
Amazon-VideoGames,37,hard,8.192162695527077,0.0,1.51235650908947,2.496551847457886
Amazon-VideoGames,38,hard,8.16354746556282,0.0,1.512315565228462,2.496551847457886
Amazon-VideoGames,39,hard,8.196948977947235,0.0,1.510891844391823,2.496551847457886
Amazon-VideoGames,40,hard,8.224992788672447,0.0,1.5113083792924882,2.496551847457886
Amazon-VideoGames,41,hard,8.282460039377213,0.0,1.5095554468631744,2.496551847457886
Amazon-VideoGames,42,hard,8.261194856762886,0.0,1.5093256334066392,2.496551847457886
Amazon-VideoGames,43,hard,8.28274814248085,0.0,1.5078115956783296,2.496551847457886
Amazon-VideoGames,44,hard,8.330161940813065,0.0,1.5093254747390747,2.496551847457886
Amazon-VideoGames,45,hard,8.324878252625465,0.0,1.5091269773244858,2.496551847457886
Amazon-VideoGames,46,hard,8.352897792220116,0.0,1.5103651630878447,2.496551847457886
Amazon-VideoGames,47,hard,8.375343940377235,0.0,1.5073874822854996,2.496551847457886
Amazon-VideoGames,48,hard,8.398864798784256,0.0,1.5039626096487044,2.496551847457886
Amazon-VideoGames,49,hard,8.412695786952973,0.0,1.505515258550644,2.496551847457886
